,Year,Type,Weight_group,Hd Cnt,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg
3,2008,Feeder Heifers: Medium and Large 1-2,550-600 DOH,197,,,,,,,,,94.03,96.75,90.75,,93.74
4,2008,Feeder Heifers: Medium and Large 1-2,600-650 DOI,133,,94.5,,92.25,,,93.5,,,76.5,,71.25,89.31
5,2008,Feeder Heifers: Medium and Large 1-2,650-700 DOJ,312,,92.25,85.25,,,104.5,,,,,80.0,,88.57
6,2008,Feeder Heifers: Medium and Large 1-2,700-750 DOK,143,,90.41,82.5,88.9,,,86.0,,,,,,88.07
7,2008,Feeder Heifers: Medium and Large 1-2,750-800 DOL,400,,86.0,,,,,,,,,80.35,,80.45
8,2008,Feeder Heifers: Medium and Large 1-2,850-900 DON,13,,,,,88.5,,,,,,,,88.5
0,2008,Feeder Heifers: Large 2,200-250 DRA,5,,,110.0,,,91.0,100.0,,110.0,,102.0,,102.36
1,2008,Feeder Heifers: Large 2,250-300 DRB,10,,104.68,,,97.5,,95.0,,97.92,88.0,95.0,,98.48
2,2008,Feeder Heifers: Large 2,300-350 DRC,31,91.59,99.0,101.01,96.0,93.61,98.93,90.0,90.0,95.3,81.0,82.0,79.79,90.78
3,2008,Feeder Heifers: Large 2,350-400 DRD,99,87.17,97.17,97.12,89.53,90.36,89.18,87.77,89.04,89.96,83.76,77.45,73.14,87.03
4,2008,Feeder Heifers: Large 2,400-450 DRE,156,86.51,97.8,92.84,89.79,90.13,86.42,85.7,86.28,85.36,81.89,73.35,71.8,85.4
5,2008,Feeder Heifers: Large 2,450-500 DRF,165,81.4,94.18,92.53,84.0,90.02,85.76,80.56,85.87,81.75,78.88,71.58,69.31,82.19
6,2008,Feeder Heifers: Large 2,500-550 DRG,163,81.0,90.42,86.64,85.17,97.35,83.9,80.53,85.84,79.89,75.17,71.0,66.83,81.75
7,2008,Feeder Heifers: Large 2,550-600 DRH,114,77.95,87.4,83.77,82.91,92.0,85.53,78.81,84.89,82.95,70.47,71.16,65.6,77.83
8,2008,Feeder Heifers: Large 2,600-650 DRI,101,76.43,84.4,81.52,75.76,88.48,82.11,75.5,83.97,77.85,69.72,68.71,62.98,77.27
9,2008,Feeder Heifers: Large 2,650-700 DRJ,45,72.5,85.0,80.29,78.42,80.0,74.0,80.0,83.67,87.0,68.09,65.0,61.02,76.11
10,2008,Feeder Heifers: Large 2,700-750 DRK,27,67.95,85.0,77.79,,89.0,79.88,75.19,85.0,76.5,64.51,60.0,59.35,74.02
11,2008,Feeder Heifers: Large 2,750-800 DRL,15,69.52,,73.0,69.0,,76.99,80.48,79.0,75.56,,71.0,56.03,72.39
12,2008,Feeder Heifers: Large 2,800-850 DRM,12,,78.0,78.0,66.0,,76.02,80.73,,73.0,63.0,56.91,68.5,71.16
13,2008,Feeder Heifers: Large 2,850-900 DRN,4,71.0,72.0,,,,76.0,,,,69.0,,,71.99
14,2008,Feeder Heifers: Large 2,900-950 DRO,1,,,,,,68.0,,,,,,,68.0
0,2008,Feeder Heifers: Medium and Large 2,200-250 QKB,178,118.76,123.68,119.88,117.62,115.43,111.44,112.75,112.58,116.42,107.32,108.41,102.16,115.58
1,2008,Feeder Heifers: Medium and Large 2,250-300 QKC,662,111.18,117.37,115.96,114.12,113.14,109.25,109.36,107.76,107.73,101.58,100.33,93.16,110.14
2,2008,Feeder Heifers: Medium and Large 2,300-350 QKD,"2,224",107.19,111.75,109.9,105.96,107.88,104.08,100.73,103.85,103.9,96.82,95.08,87.69,104.2
3,2008,Feeder Heifers: Medium and Large 2,350-400 QKE,"3,910",101.29,107.87,105.12,99.9,103.42,100.55,97.17,99.49,99.48,92.38,89.61,83.55,99.24
4,2008,Feeder Heifers: Medium and Large 2,400-450 QKF,"6,181",97.58,105.46,102.35,97.64,100.8,97.08,94.8,96.97,95.19,87.42,84.23,78.96,95.42
5,2008,Feeder Heifers: Medium and Large 2,450-500 QKG,"7,880",93.21,101.93,99.42,94.41,97.47,95.57,92.0,94.43,92.03,83.66,80.75,75.64,92.17
6,2008,Feeder Heifers: Medium and Large 2,500-550 QKH,"8,514",89.1,98.14,95.3,90.96,95.65,91.03,90.71,92.93,88.43,80.46,77.93,74.29,88.8
7,2008,Feeder Heifers: Medium and Large 2,550-600 QKI,"7,683",85.79,93.22,92.6,87.64,92.99,89.85,90.64,91.73,88.01,77.94,75.99,70.36,86.68
8,2008,Feeder Heifers: Medium and Large 2,600-650 QKJ,"5,437",83.38,89.75,87.68,92.14,91.96,87.75,87.86,90.28,85.77,76.57,74.43,71.95,84.95
9,2008,Feeder Heifers: Medium and Large 2,650-700 QKK,"2,643",83.13,87.7,85.44,83.47,90.95,86.95,85.79,88.22,84.05,74.42,71.6,66.92,82.67
10,2008,Feeder Heifers: Medium and Large 2,700-750 QKL,"2,363",80.94,85.09,81.45,92.78,95.17,85.06,84.91,87.4,89.46,75.61,78.59,67.0,85.87
11,2008,Feeder Heifers: Medium and Large 2,750-800 QKM,"1,001",78.28,81.56,79.57,87.25,84.78,89.61,82.76,87.02,91.92,71.46,72.98,63.47,84.41
12,2008,Feeder Heifers: Medium and Large 2,800-850 QKN,271,75.21,80.26,77.54,73.2,80.26,80.06,78.29,85.78,84.52,68.8,67.45,61.98,77.58
13,2008,Feeder Heifers: Medium and Large 2,850-900 QKO,106,74.35,76.86,74.05,69.86,81.89,72.39,78.66,82.02,74.88,68.97,68.16,57.63,73.82
14,2008,Feeder Heifers: Medium and Large 2,900-950 QKA,57,68.07,70.63,70.83,69.38,71.62,76.32,72.32,,72.96,63.26,,52.33,70.24
0,2008,Feeder Heifers: Small and Medium 2,200-250 CWA,13,103.0,,116.97,100.0,111.29,100.0,,,,94.0,,,106.43
1,2008,Feeder Heifers: Small and Medium 2,250-300 CWB,58,108.56,112.28,110.71,100.85,108.57,94.44,102.38,96.07,100.82,93.74,87.41,88.65,102.77
2,2008,Feeder Heifers: Small and Medium 2,300-350 CWC,325,99.55,106.42,102.21,99.11,103.93,96.45,95.72,94.42,96.89,90.84,87.86,80.49,96.97
3,2008,Feeder Heifers: Small and Medium 2,350-400 CWD,652,94.74,103.76,98.98,94.35,97.1,91.86,91.37,93.95,91.27,84.74,81.32,76.75,92.1
4,2008,Feeder Heifers: Small and Medium 2,400-450 CWE,894,89.84,100.73,96.58,92.22,95.64,94.16,90.15,91.85,87.98,81.07,76.58,73.64,88.59
5,2008,Feeder Heifers: Small and Medium 2,450-500 CWF,917,86.15,98.0,92.63,88.45,90.46,89.09,88.99,89.81,85.64,77.44,73.58,71.03,85.89
6,2008,Feeder Heifers: Small and Medium 2,500-550 CWG,735,86.16,94.52,90.25,85.58,93.33,88.32,87.7,88.89,84.26,74.58,71.77,68.95,84.35
7,2008,Feeder Heifers: Small and Medium 2,550-600 CWH,470,80.28,89.64,87.09,84.23,88.74,84.81,86.7,87.85,83.43,71.4,70.45,65.59,81.33
8,2008,Feeder Heifers: Small and Medium 2,600-650 CWI,213,77.68,87.07,84.34,79.65,85.4,85.6,83.75,85.3,79.32,70.52,66.66,62.6,79.88
9,2008,Feeder Heifers: Small and Medium 2,650-700 CWJ,92,69.07,82.93,77.46,81.01,82.26,84.01,88.77,84.09,82.77,68.44,66.83,62.99,78.43
10,2008,Feeder Heifers: Small and Medium 2,700-750 CWK,52,73.51,78.67,77.79,76.27,81.48,,78.0,79.92,65.0,67.35,69.0,63.48,75.8
11,2008,Feeder Heifers: Small and Medium 2,750-800 CWL,5,,,79.0,,,,68.0,79.0,,65.0,60.0,,70.22
12,2008,Feeder Heifers: Small and Medium 2,850-900 CWN,1,,,78.0,,,,,,,,,,78.0
0,2008,Feeder Heifers: Small 2,400-450 CXE,2,,97.0,,,,,,,,,,,97.0
0,2008,Feeder Heifers: Medium and Large 2-3,300-350 GFS,27,,120.78,,,,,,,,,,,120.78
1,2008,Feeder Heifers: Medium and Large 2-3,350-400 GFT,7,,,108.0,,,,,,,,,,108.0
2,2008,Feeder Heifers: Medium and Large 2-3,400-450 GFU,44,,,,,,96.0,,,,82.0,72.0,,83.1
3,2008,Feeder Heifers: Medium and Large 2-3,450-500 GFV,56,,100.5,,,,,92.5,92.0,,,,,95.54
4,2008,Feeder Heifers: Medium and Large 2-3,500-550 GFW,124,,,,,104.75,,88.5,102.5,80.5,,69.0,,89.74
5,2008,Feeder Heifers: Medium and Large 2-3,550-600 GFX,34,,,,,,86.5,90.0,,,,,,87.97
0,2008,Feeder Heifers: Large 3,200-250 EIM,3,100.0,107.5,,100.0,,,,,,,,,102.38
1,2008,Feeder Heifers: Large 3,250-300 EIN,10,87.22,102.95,100.0,,,95.0,,,,,,,96.52
2,2008,Feeder Heifers: Large 3,300-350 EIO,15,83.86,92.44,98.71,92.0,,86.6,81.0,,85.0,,77.0,,88.43
3,2008,Feeder Heifers: Large 3,350-400 EIP,28,75.31,89.97,88.53,85.0,91.21,86.16,78.48,,85.0,74.97,74.16,,81.6
4,2008,Feeder Heifers: Large 3,400-450 EIQ,39,79.48,90.26,85.83,83.43,,85.76,81.0,81.0,79.42,75.0,74.5,,83.23
5,2008,Feeder Heifers: Large 3,450-500 EIR,25,81.0,89.32,85.37,,,76.0,74.0,83.0,78.0,,64.04,65.5,77.98
6,2008,Feeder Heifers: Large 3,500-550 EIS,26,76.54,,79.13,76.0,79.34,76.65,74.36,74.0,,,65.48,,76.65
7,2008,Feeder Heifers: Large 3,550-600 EIT,19,,71.0,78.82,73.0,,75.36,76.28,75.0,,61.0,,60.0,73.78
8,2008,Feeder Heifers: Large 3,600-650 EIU,15,60.0,,75.9,,84.0,70.0,,75.0,75.0,64.51,60.0,,71.9
9,2008,Feeder Heifers: Large 3,650-700 EIV,4,76.0,,,,75.0,70.0,,,,68.0,,,72.18
10,2008,Feeder Heifers: Large 3,700-750 EIW,4,67.5,65.0,,,77.0,,,,69.0,,,,69.56
11,2008,Feeder Heifers: Large 3,750-800 EIX,2,,,63.97,,,,,,,,,,63.97
0,2008,Feeder Heifers: Medium and Large 3,200-250 EHU,197,109.32,112.83,111.5,106.72,111.87,102.49,102.61,103.31,108.4,102.74,96.99,97.86,107.05
1,2008,Feeder Heifers: Medium and Large 3,250-300 EHV,645,105.01,110.2,108.61,104.07,107.33,102.18,100.56,100.11,101.34,95.7,95.27,90.4,102.95
2,2008,Feeder Heifers: Medium and Large 3,300-350 EHW,"1,791",98.37,105.37,103.08,99.22,102.62,98.36,95.57,97.71,96.43,90.79,87.23,82.94,97.83
3,2008,Feeder Heifers: Medium and Large 3,350-400 EHX,"3,552",93.72,102.2,98.79,94.6,98.24,94.55,92.34,94.59,92.99,86.0,83.89,77.82,93.45
4,2008,Feeder Heifers: Medium and Large 3,400-450 EHY,"4,661",90.32,98.71,96.03,91.79,95.84,91.84,90.36,92.17,90.62,82.61,79.43,75.02,90.12
5,2008,Feeder Heifers: Medium and Large 3,450-500 EHZ,"5,373",86.38,94.84,92.63,88.7,92.69,90.24,87.58,89.73,86.67,78.94,75.32,71.53,86.8
6,2008,Feeder Heifers: Medium and Large 3,500-550 EIA,"4,401",83.86,91.54,89.3,85.44,90.7,86.91,85.4,87.91,83.75,75.58,73.01,67.9,83.26
7,2008,Feeder Heifers: Medium and Large 3,550-600 EIB,"2,897",80.26,87.22,86.1,82.76,87.98,84.35,82.97,86.04,83.02,73.67,70.71,65.7,80.59
8,2008,Feeder Heifers: Medium and Large 3,600-650 EIC,"1,427",78.09,83.09,82.69,78.5,85.43,82.2,81.57,83.9,81.07,71.92,68.49,64.79,78.58
9,2008,Feeder Heifers: Medium and Large 3,650-700 EID,608,73.98,79.97,79.56,77.24,81.89,79.46,79.87,82.09,79.64,69.9,65.77,61.27,76.13
10,2008,Feeder Heifers: Medium and Large 3,700-750 EIE,278,72.83,76.46,76.52,74.27,78.27,77.39,76.4,80.14,76.56,68.03,63.97,60.97,73.19
11,2008,Feeder Heifers: Medium and Large 3,750-800 EIF,83,68.3,75.67,72.56,69.13,73.97,76.24,73.9,77.82,76.97,67.62,63.79,58.02,72.49
12,2008,Feeder Heifers: Medium and Large 3,800-850 EIG,28,61.52,,65.52,70.15,62.0,68.0,60.0,66.0,73.35,66.5,60.0,55.0,66.73
13,2008,Feeder Heifers: Medium and Large 3,850-900 EIH,3,,68.49,70.0,,,,,,,,,,69.0
14,2008,Feeder Heifers: Medium and Large 3,950-1000 EIJ,1,,,,,66.5,,,,,,,,66.5
0,2008,Feeder Heifers: Small and Medium 3,200-250 EGO,59,106.26,101.49,105.13,104.0,107.73,98.07,99.72,102.53,100.91,95.11,90.02,87.66,99.73
1,2008,Feeder Heifers: Small and Medium 3,250-300 EGP,169,97.52,103.43,99.21,93.33,98.89,98.39,94.65,96.52,98.97,91.6,86.93,83.81,95.98
2,2008,Feeder Heifers: Small and Medium 3,300-350 EGQ,256,92.42,99.23,94.5,91.91,95.53,90.39,86.77,91.16,90.48,83.0,78.05,74.93,89.01
3,2008,Feeder Heifers: Small and Medium 3,350-400 EGR,364,87.06,96.48,91.79,89.59,91.87,89.27,86.5,89.01,89.41,79.51,75.47,71.99,86.83
4,2008,Feeder Heifers: Small and Medium 3,400-450 EGS,403,84.12,89.72,89.1,82.69,91.35,86.03,86.07,86.8,87.21,75.17,73.44,69.01,84.02
5,2008,Feeder Heifers: Small and Medium 3,450-500 EGT,367,80.86,89.42,85.65,81.43,89.06,84.47,84.79,84.9,81.22,74.58,71.57,65.23,80.78
6,2008,Feeder Heifers: Small and Medium 3,500-550 EGU,134,72.55,81.0,79.48,82.0,83.62,81.98,83.49,78.76,78.86,70.27,67.87,62.98,77.26
7,2008,Feeder Heifers: Small and Medium 3,550-600 EGV,22,,,80.0,79.49,90.67,79.3,70.0,,,69.75,,,80.93
8,2008,Feeder Heifers: Small and Medium 3,600-650 EGW,3,,,70.0,,,,,,,60.0,,,63.34
9,2008,Feeder Heifers: Small and Medium 3,650-700 EGX,4,,,69.43,,,74.0,,,,63.0,,,68.93
10,2008,Feeder Heifers: Small and Medium 3,750-800 EGZ,1,67.0,,,,,,,,,,,,67.0
