Year,Type,Weight_group,Hd Cnt,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg
2011,Feeder Steers: Large 1,350-400 DBD,1,,152.0,,,,,,,,,,,152.0
2011,Feeder Steers: Large 1,400-450 DBE,1,,,,,,,120.0,,,,,,120.0
2011,Feeder Steers: Large 1,450-500 DBF,7,,,145.21,,,,126.48,,,,,,139.8
2011,Feeder Steers: Large 1,500-550 DBG,1,,,,,,,,,117.0,,,,117.0
2011,Feeder Steers: Large 1,550-600 DBH,4,,114.0,139.0,,,,,,112.0,,,,125.78
2011,Feeder Steers: Large 1,600-650 DBI,6,,,,,,114.0,,,,,,132.0,123.14
2011,Feeder Steers: Large 1,650-700 DBJ,4,,,,,,107.0,,,,113.0,,,108.49
2011,Feeder Steers: Large 1,700-750 DBK,1,,,,,,,,,,,,125.0,125.0
2011,Feeder Steers: Large 1,750-800 DBL,4,,,,117.0,,,,108.51,,,,,114.74
2011,Feeder Steers: Large 1,800-850 DBM,1,,,,120.0,,,,,,,,,120.0
2011,Feeder Steers: Large 1,850-900 DBN,2,,,,,,,,106.0,,,120.0,,113.0
2011,Feeder Steers: Large 1,950-1000 DBP,1,,,,,,,,,,,,101.0,101.0
2011,Feeder Steers: Medium 1,450-500 DAF,1,,,,,,,,,,,,38.0,38.0
2011,Feeder Steers: Medium 1,600-650 DAI,3,,,,,120.0,,,,,20.52,,,52.98
2011,Feeder Steers: Medium and Large 1,200-250 CCA,118,186.45,188.29,208.71,216.88,181.86,185.36,197.74,187.44,174.49,176.59,189.76,199.83,196.19
2011,Feeder Steers: Medium and Large 1,250-300 CCB,192,171.1,178.12,194.31,162.92,178.05,165.94,192.02,174.69,160.0,171.45,181.42,191.31,182.41
2011,Feeder Steers: Medium and Large 1,300-350 CCC,491,162.16,166.57,183.45,177.14,154.59,157.57,173.02,163.17,150.24,159.07,172.97,183.16,168.98
2011,Feeder Steers: Medium and Large 1,350-400 CCD,645,150.39,158.42,173.15,153.76,148.9,148.17,148.78,144.47,140.28,148.42,160.9,168.23,156.91
2011,Feeder Steers: Medium and Large 1,400-450 CCE,"1,075",142.25,149.75,161.28,158.82,138.79,141.87,142.52,136.0,133.56,141.31,150.31,160.33,147.34
2011,Feeder Steers: Medium and Large 1,450-500 CCF,"1,276",135.47,141.58,154.43,150.23,136.04,133.73,137.72,134.29,129.12,133.92,141.5,152.75,139.69
2011,Feeder Steers: Medium and Large 1,500-550 CCG,"1,556",130.55,137.1,147.9,140.84,134.73,129.42,134.04,132.77,124.96,129.56,136.49,146.96,135.15
2011,Feeder Steers: Medium and Large 1,550-600 CCH,"1,732",125.21,130.22,141.27,137.21,129.14,122.49,134.52,125.48,119.74,124.32,129.11,137.98,128.04
2011,Feeder Steers: Medium and Large 1,600-650 CCI,"1,869",117.88,125.73,133.1,133.74,123.51,120.43,128.67,121.85,118.64,122.5,128.99,133.21,124.02
2011,Feeder Steers: Medium and Large 1,650-700 CCJ,"1,774",117.31,119.71,129.54,129.73,120.14,117.3,130.13,121.55,119.27,120.55,123.93,128.27,122.43
2011,Feeder Steers: Medium and Large 1,700-750 CCK,"1,077",116.65,114.62,122.62,124.89,114.92,114.32,123.76,119.14,113.21,120.29,124.12,131.3,119.42
2011,Feeder Steers: Medium and Large 1,750-800 CCL,514,110.05,114.46,113.33,119.82,113.05,111.99,120.13,115.33,113.62,116.37,120.56,125.38,116.0
2011,Feeder Steers: Medium and Large 1,800-850 CCM,297,115.67,112.68,114.84,117.13,111.09,109.0,117.83,111.29,106.99,114.01,116.12,118.65,114.71
2011,Feeder Steers: Medium and Large 1,850-900 CCN,151,99.5,110.67,114.57,112.79,108.0,108.83,117.5,110.88,103.85,108.81,115.97,114.0,111.12
2011,Feeder Steers: Medium and Large 1,900-950 CCO,56,100.33,106.41,,113.22,108.74,,,,102.54,109.89,106.0,112.0,109.37
2011,Feeder Steers: Medium and Large 1,950-1000 CCP,22,,98.65,104.5,110.0,108.0,108.0,,,98.03,100.0,111.0,,102.59
2011,Feeder Steers: Medium and Large 1,1000-1050 CCQ,20,,100.71,102.0,103.98,,,,,,,,,101.1
2011,Feeder Steers: Medium and Large 1,1050-1100 CCR,26,,,,,97.31,,,,,,,,97.31
2011,Feeder Steers: Small and Medium 1,250-300 DCB,1,,170.0,,,,,,,,,,,170.0
2011,Feeder Steers: Small and Medium 1,300-350 DCC,10,139.0,147.06,167.33,160.0,,,,,,,157.0,,152.81
2011,Feeder Steers: Small and Medium 1,350-400 DCD,3,,,160.0,,,,152.0,,128.0,,,,146.37
2011,Feeder Steers: Small and Medium 1,400-450 DCE,10,142.0,138.66,140.0,,,,140.0,123.7,129.0,,,,133.77
2011,Feeder Steers: Small and Medium 1,450-500 DCF,17,130.4,135.25,146.0,146.06,,,,,,126.03,,152.0,134.56
2011,Feeder Steers: Small and Medium 1,500-550 DCG,15,119.7,125.0,,132.0,125.7,124.0,127.0,,,122.67,135.0,135.0,125.5
2011,Feeder Steers: Small and Medium 1,550-600 DCH,28,120.0,,127.34,,118.47,107.0,,,116.37,,,,124.19
2011,Feeder Steers: Small and Medium 1,600-650 DCI,8,110.0,122.68,120.0,,,,,121.0,118.5,,,,119.7
2011,Feeder Steers: Small and Medium 1,650-700 DCJ,9,,,,120.0,,,,,105.0,,115.69,,114.98
2011,Feeder Steers: Medium and Large 1-2,500-550 DEG,177,,,,,132.0,,,132.75,,,,,132.37
2011,Feeder Steers: Medium and Large 1-2,550-600 DEH,197,,137.5,,,,,145.5,131.0,115.0,,,,136.64
2011,Feeder Steers: Medium and Large 1-2,600-650 DEI,169,124.2,117.75,,,,,,125.5,,,,,124.06
2011,Feeder Steers: Medium and Large 1-2,650-700 DEJ,105,,,,132.7,111.5,,,129.35,,,,,129.17
2011,Feeder Steers: Medium and Large 1-2,700-750 DEK,74,,,,126.5,,,,113.5,,,,,125.32
2011,Feeder Steers: Medium and Large 1-2,800-850 DEM,52,,,,,,114.35,,117.0,,,,,114.65
2011,Feeder Steers: Medium and Large 1-2,850-900 DEN,66,,,,116.5,,113.5,,,,,,,113.87
2011,Feeder Steers: Medium and Large 1-2,900-950 DEO,119,,,109.2,,104.0,112.35,,,,,,,109.28
2011,Feeder Steers: Medium and Large 1-2,1000-1050 DEQ,5,,,,,,90.5,,,,,,,90.5
2011,Feeder Steers: Large 2,300-350 DJC,1,,,160.0,,,,,,,,,,160.0
2011,Feeder Steers: Large 2,350-400 DJD,4,140.0,135.0,,,,,,126.43,,,,,131.81
2011,Feeder Steers: Large 2,400-450 DJE,7,127.5,120.77,143.0,147.5,124.0,,,,,,,,129.03
2011,Feeder Steers: Large 2,450-500 DJF,8,129.0,127.82,141.0,141.0,,,123.0,115.0,,,,,128.99
2011,Feeder Steers: Large 2,500-550 DJG,9,,123.93,134.0,126.0,,,123.0,124.0,,,,,126.49
2011,Feeder Steers: Large 2,550-600 DJH,14,113.46,117.0,123.0,129.33,110.0,,,120.29,115.0,115.0,128.0,,120.29
2011,Feeder Steers: Large 2,600-650 DJI,5,114.0,,122.0,,111.94,103.0,,,,,,,112.56
2011,Feeder Steers: Large 2,650-700 DJJ,4,110.0,110.0,,,,,119.0,104.0,,,,,110.76
2011,Feeder Steers: Large 2,700-750 DJK,1,,,,,,,112.0,,,,,,112.0
2011,Feeder Steers: Large 2,750-800 DJL,4,104.0,,,,108.0,,,108.0,,,,,107.02
2011,Feeder Steers: Large 2,800-850 DJM,1,,,,,,,,97.0,,,,,97.0
2011,Feeder Steers: Large 2,850-900 DJN,1,,,,,,,,105.0,,,,,105.0
2011,Feeder Steers: Medium and Large 2,200-250 DHA,90,164.61,176.79,198.76,185.33,173.65,173.52,180.65,,153.0,168.81,176.58,195.96,181.99
2011,Feeder Steers: Medium and Large 2,250-300 DHB,265,156.52,165.68,183.58,172.21,163.26,163.23,168.67,165.33,153.55,160.74,169.5,182.82,168.49
2011,Feeder Steers: Medium and Large 2,300-350 DHC,635,150.2,154.64,170.83,163.5,155.51,148.65,153.49,152.04,139.06,150.09,161.11,166.76,157.08
2011,Feeder Steers: Medium and Large 2,350-400 DHD,"1,198",142.53,147.96,161.51,156.07,143.27,141.41,143.48,140.02,135.44,140.57,150.07,159.1,147.91
2011,Feeder Steers: Medium and Large 2,400-450 DHE,"1,975",136.02,142.57,153.78,152.18,134.0,133.44,138.02,132.76,129.0,134.51,141.23,152.75,139.6
2011,Feeder Steers: Medium and Large 2,450-500 DHF,"2,293",128.83,136.75,146.86,144.35,133.09,128.99,133.38,128.47,123.71,129.25,134.1,144.12,133.54
2011,Feeder Steers: Medium and Large 2,500-550 DHG,"2,429",124.23,130.92,141.59,137.88,124.37,123.75,128.85,125.32,118.79,124.24,128.91,139.33,128.07
2011,Feeder Steers: Medium and Large 2,550-600 DHH,"2,222",119.49,125.78,133.96,131.58,129.04,119.0,126.63,123.11,116.46,121.01,125.84,134.07,123.95
2011,Feeder Steers: Medium and Large 2,600-650 DHI,"1,682",113.26,117.87,128.18,127.47,117.52,116.3,122.26,119.12,115.67,119.77,122.78,129.55,119.21
2011,Feeder Steers: Medium and Large 2,650-700 DHJ,"1,069",110.92,119.43,122.14,127.75,115.94,112.83,120.09,116.54,111.23,117.4,120.21,122.55,117.72
2011,Feeder Steers: Medium and Large 2,700-750 DHK,498,107.44,113.23,119.5,118.25,115.31,110.78,119.19,113.2,111.35,114.86,118.86,119.37,114.56
2011,Feeder Steers: Medium and Large 2,750-800 DHL,324,108.12,110.49,112.33,117.83,108.86,110.45,116.08,111.47,106.03,111.07,115.31,115.2,111.31
2011,Feeder Steers: Medium and Large 2,800-850 DHM,158,95.65,104.53,107.98,120.31,109.59,98.71,112.34,105.85,104.23,106.54,,116.36,113.64
2011,Feeder Steers: Medium and Large 2,850-900 DHN,78,,96.15,104.15,112.72,104.71,107.07,,103.59,101.91,107.51,113.01,,105.79
2011,Feeder Steers: Medium and Large 2,900-950 DHO,15,89.0,,92.5,111.01,100.0,112.0,,104.5,93.91,,,,103.22
2011,Feeder Steers: Medium and Large 2,950-1000 DHP,12,84.0,93.48,97.0,100.0,,93.0,109.5,,,,91.0,101.0,97.43
2011,Feeder Steers: Medium and Large 2,1000-1050 DHQ,7,93.0,,96.5,,95.99,,107.0,,,,,,98.84
2011,Feeder Steers: Medium and Large 2,1050-1100 DHR,4,,,88.74,,88.0,,,,,,,111.0,94.09
2011,Feeder Steers: Small and Medium 2,250-300 CFB,3,145.0,144.35,,,,,,,,,,,144.57
2011,Feeder Steers: Small and Medium 2,300-350 CFC,19,141.76,141.84,159.0,159.65,,,,,127.0,128.0,,,144.07
2011,Feeder Steers: Small and Medium 2,350-400 CFD,37,128.55,,154.54,141.91,,126.24,136.59,128.99,121.0,134.0,131.0,,135.45
2011,Feeder Steers: Small and Medium 2,400-450 CFE,69,123.96,127.91,139.31,144.76,124.33,120.81,125.93,122.37,122.54,,131.99,149.68,129.22
2011,Feeder Steers: Small and Medium 2,450-500 CFF,59,120.28,125.23,141.44,137.7,129.0,118.75,122.76,119.97,,119.0,,135.93,127.16
2011,Feeder Steers: Small and Medium 2,500-550 CFG,57,115.72,126.86,137.2,131.0,115.99,120.49,121.0,115.01,115.34,105.02,111.0,,119.49
2011,Feeder Steers: Small and Medium 2,550-600 CFH,27,109.0,117.0,124.89,125.57,,,,114.89,106.69,113.0,113.0,,120.16
2011,Feeder Steers: Small and Medium 2,600-650 CFI,7,,119.0,,125.0,,104.04,,,,106.0,,115.0,110.93
2011,Feeder Steers: Small and Medium 2,650-700 CFJ,3,,,110.0,110.0,,,109.0,,,,,,109.68
2011,Feeder Steers: Small and Medium 2,700-750 CFK,4,89.0,,110.0,105.0,,,,,,,,,102.25
2011,Feeder Steers: Large 3,450-500 ECP,2,110.0,,,127.0,,,,,,,,,118.77
2011,Feeder Steers: Large 3,500-550 ECQ,1,100.0,,,,,,,,,,,,100.0
2011,Feeder Steers: Large 3,750-800 ECV,1,,89.0,,,,,,,,,,,89.0
2011,Feeder Steers: Medium 3,550-600 EBH,2,,,,,,,,,,,118.0,,118.0
2011,Feeder Steers: Medium and Large 3,200-250 EBS,22,155.0,154.48,177.91,172.92,165.0,152.92,169.67,,155.0,,160.35,,165.16
2011,Feeder Steers: Medium and Large 3,250-300 EBT,68,141.22,157.0,168.65,161.94,139.79,145.68,160.0,148.27,139.0,,150.32,181.94,150.98
2011,Feeder Steers: Medium and Large 3,300-350 EBU,176,137.68,141.62,155.7,157.02,140.09,135.36,142.24,132.78,132.81,136.23,142.03,164.49,144.61
2011,Feeder Steers: Medium and Large 3,350-400 EBV,302,133.18,137.38,146.56,147.12,135.23,128.78,134.72,130.39,128.51,130.01,137.31,150.95,135.52
2011,Feeder Steers: Medium and Large 3,400-450 EBW,440,128.02,129.65,143.83,140.18,130.71,123.9,131.11,126.85,120.4,123.93,129.46,136.64,130.91
2011,Feeder Steers: Medium and Large 3,450-500 EBX,495,120.77,125.73,136.97,135.07,125.38,118.78,121.33,121.93,117.29,121.37,124.31,135.9,124.54
2011,Feeder Steers: Medium and Large 3,500-550 EBY,460,116.68,119.75,131.3,129.48,116.78,116.17,124.6,119.3,113.28,117.09,121.39,132.82,120.04
2011,Feeder Steers: Medium and Large 3,550-600 ECZ,361,111.86,113.92,126.29,123.61,121.41,113.64,118.48,117.25,108.28,114.49,116.76,125.11,116.65
2011,Feeder Steers: Medium and Large 3,600-650 ECA,192,109.18,110.33,119.32,117.59,111.63,109.83,117.42,115.23,107.62,106.17,118.04,121.73,112.5
2011,Feeder Steers: Medium and Large 3,650-700 ECB,105,105.37,110.21,112.72,113.43,106.36,109.33,115.02,111.69,109.21,103.13,114.02,116.5,110.09
2011,Feeder Steers: Medium and Large 3,700-750 ECC,49,91.98,104.5,106.72,109.7,106.73,100.0,115.27,108.05,104.2,107.49,107.0,120.0,106.7
2011,Feeder Steers: Medium and Large 3,750-800 ECD,18,91.21,97.0,106.47,112.35,,93.0,108.0,108.25,106.02,106.01,,,103.81
2011,Feeder Steers: Medium and Large 3,800-850 ECE,2,,,96.48,,,,,,,,,,96.48
2011,Feeder Steers: Medium and Large 3,850-900 ECF,2,,,,,,,,108.0,,,100.0,,104.01
2011,Feeder Steers: Small and Medium 3,300-350 EAO,1,,,145.0,,,,,,,,,,145.0
2011,Feeder Steers: Small and Medium 3,350-400 EAP,3,,,130.0,135.0,,129.0,,,,,,,131.43
2011,Feeder Steers: Small and Medium 3,400-450 EAQ,1,,112.0,,,,,,,,,,,112.0
2011,Feeder Steers: Small and Medium 3,450-500 EAR,1,,,,,129.0,,,,,,,,129.0
2011,Feeder Steers: Small and Medium 3,500-550 EAS,1,,,,,,,,113.0,,,,,113.0
2011,Feeder Steers: Small and Medium 3,550-600 EAT,1,90.0,,,,,,,,,,,,90.0
2011,Feeder Steers: Small and Medium 3,700-750 EAW,1,89.0,,,,,,,,,,,,89.0
2011,Feeder Holstein Steers: Large 3,200-250 EDX,1,,,,,,,62.5,,,,,,62.5
2011,Feeder Holstein Steers: Large 3,250-300 EDY,9,,,102.5,,103.0,,58.76,,,,,,92.47
2011,Feeder Holstein Steers: Large 3,300-350 EDZ,12,,85.46,86.0,109.0,100.14,,81.51,,,,,,94.09
2011,Feeder Holstein Steers: Large 3,350-400 EEA,17,,74.77,,102.0,98.43,,,,,63.62,,,81.29
2011,Feeder Holstein Steers: Large 3,400-450 EEB,9,,87.02,,101.0,92.6,,,81.76,88.0,,,,89.31
2011,Feeder Holstein Steers: Large 3,450-500 EEC,54,,,,83.0,79.29,100.0,,,,,,,98.46
2011,Feeder Holstein Steers: Large 3,500-550 EED,28,,101.25,,,83.4,,74.66,,,68.0,,,91.29
2011,Feeder Holstein Steers: Large 3,550-600 EEE,15,,,86.5,85.0,83.0,,,86.59,70.0,83.0,,,82.61
2011,Feeder Holstein Steers: Large 3,600-650 EEF,1,,,,,,,,77.0,,,,,77.0
2011,Feeder Holstein Steers: Large 3,650-700 EEG,45,78.0,91.0,,82.03,75.0,90.0,,,77.0,,,74.0,88.58
2011,Feeder Holstein Steers: Large 3,700-750 EEH,4,,61.5,,,,,,,64.0,64.0,,,62.74
2011,Feeder Holstein Steers: Large 3,750-800 EEI,1,,,,,,,,,77.0,,,,77.0
2011,Feeder Holstein Steers: Large 3,800-850 EEJ,62,,,,,,,72.0,,92.0,72.0,,,91.37
2011,Feeder Holstein Steers: Large 3,850-900 EEK,3,,,,,,62.0,65.0,,,,,,63.0
2011,Feeder Holstein Steers: Medium and Large 3,650-700 CVI,67,,,,,,,,,,,,100.8,100.8
2011,Feeder Bulls: Large 1,350-400 DUB,3,,142.0,148.0,,,,132.0,,,,,,140.7
2011,Feeder Bulls: Large 1,400-450 DUC,7,127.36,125.03,,132.92,132.0,,,,,,,,128.96
2011,Feeder Bulls: Large 1,450-500 DUD,6,,129.0,137.25,134.0,,,,,,126.0,,,133.4
2011,Feeder Bulls: Large 1,500-550 DUE,22,115.45,128.0,135.15,131.0,,115.51,,114.03,110.74,,118.0,,118.3
2011,Feeder Bulls: Large 1,550-600 DUF,20,111.0,119.51,,115.0,,115.0,110.0,115.09,105.0,115.0,114.0,,114.01
2011,Feeder Bulls: Large 1,600-650 DUG,16,,112.0,116.65,,,110.0,107.0,109.77,100.51,106.49,117.0,,109.87
2011,Feeder Bulls: Large 1,650-700 DUH,9,93.0,105.0,116.0,,,,110.0,106.41,90.0,113.0,,,103.2
2011,Feeder Bulls: Large 1,700-750 DUI,5,,,,,,101.0,108.0,104.0,,100.0,,,102.81
2011,Feeder Bulls: Large 1,750-800 DUJ,4,94.0,,100.0,,,,,103.0,97.0,,,,98.48
2011,Feeder Bulls: Medium and Large 1,200-250 CAA,245,177.01,180.47,201.32,194.99,174.35,167.84,179.38,166.77,175.66,179.96,189.27,196.52,186.02
2011,Feeder Bulls: Medium and Large 1,250-300 CAB,548,164.1,171.02,188.68,179.35,163.34,160.32,171.83,163.89,156.36,170.12,177.76,191.37,173.75
2011,Feeder Bulls: Medium and Large 1,300-350 CAC,"1,207",156.61,161.99,174.29,168.57,158.4,151.19,162.16,151.7,146.6,156.29,166.99,178.74,162.53
2011,Feeder Bulls: Medium and Large 1,350-400 CAD,"1,757",145.61,152.53,165.37,159.6,146.97,142.56,146.36,139.96,137.26,144.08,152.11,161.56,150.5
2011,Feeder Bulls: Medium and Large 1,400-450 CAE,"2,401",137.87,143.32,156.87,152.59,139.33,135.19,138.29,133.77,130.62,136.92,144.44,154.66,142.46
2011,Feeder Bulls: Medium and Large 1,450-500 CAF,"2,411",131.42,136.45,149.8,143.22,133.04,129.35,133.13,129.24,124.71,129.44,137.08,146.92,134.69
2011,Feeder Bulls: Medium and Large 1,500-550 CAG,"2,277",123.68,129.46,142.56,136.82,127.69,123.22,127.43,123.72,118.1,123.24,129.22,138.66,128.17
2011,Feeder Bulls: Medium and Large 1,550-600 CAH,"1,778",116.12,122.32,133.59,131.34,124.4,119.56,122.76,120.01,113.9,118.18,123.96,130.71,122.15
2011,Feeder Bulls: Medium and Large 1,600-650 CAI,"1,431",111.8,116.86,127.25,125.94,116.94,114.92,120.82,116.46,109.44,114.53,118.75,122.96,117.18
2011,Feeder Bulls: Medium and Large 1,650-700 CAJ,755,107.29,111.84,119.31,118.63,111.83,125.85,118.62,110.9,104.99,111.56,114.81,119.13,113.76
2011,Feeder Bulls: Medium and Large 1,700-750 CAK,422,101.62,107.67,113.79,113.69,105.61,106.62,114.85,107.76,100.4,108.56,109.96,114.42,108.04
2011,Feeder Bulls: Medium and Large 1,750-800 CAL,215,98.2,103.4,110.25,109.75,106.69,102.68,110.32,102.66,96.98,101.87,108.18,109.34,104.07
2011,Feeder Bulls: Medium and Large 1,800-850 CAM,84,90.1,95.79,105.84,104.17,102.4,96.24,104.55,99.58,97.13,98.17,102.58,100.74,99.45
2011,Feeder Bulls: Medium and Large 1,850-900 CAN,50,90.0,94.46,98.97,103.51,102.0,99.18,101.01,97.24,93.63,97.28,97.66,95.0,97.66
2011,Feeder Bulls: Medium and Large 1,900-950 CAO,14,80.0,92.0,97.46,,,104.0,,91.17,84.0,88.01,,,91.08
2011,Feeder Bulls: Medium and Large 1,950-1000 CAP,12,,90.0,,106.0,,,,,75.0,94.75,91.5,88.66,91.57
2011,Feeder Bulls: Medium and Large 1,1000-1050 CAQ,2,84.0,,,103.0,,,,,,,,,93.5
2011,Feeder Bulls: Medium and Large 1,1050-1100 CAR,3,,,,,,,,84.42,,80.0,,,82.97
2011,Feeder Bulls: Small and Medium 1,250-300 DVB,2,,141.41,,,,,,,,,,,141.41
2011,Feeder Bulls: Small and Medium 1,300-350 DVC,32,137.31,141.24,151.78,,140.0,,,133.0,,154.94,,,144.85
2011,Feeder Bulls: Small and Medium 1,350-400 DVD,41,138.13,132.95,154.38,135.35,,,137.53,136.48,130.0,,138.0,158.0,139.94
2011,Feeder Bulls: Small and Medium 1,400-450 DVE,57,133.57,136.84,148.02,139.7,130.05,,136.0,132.76,,130.26,139.23,,136.85
2011,Feeder Bulls: Small and Medium 1,450-500 DVF,54,120.57,130.78,142.88,132.31,127.61,110.0,,,115.48,120.0,131.03,144.0,127.97
2011,Feeder Bulls: Small and Medium 1,500-550 DVG,39,113.45,124.48,133.26,136.2,,115.86,120.0,116.0,111.98,115.0,125.35,126.0,123.06
2011,Feeder Bulls: Small and Medium 1,550-600 DVH,37,112.43,116.67,129.51,129.86,106.51,112.0,119.0,110.0,,113.89,116.0,133.0,118.19
2011,Feeder Bulls: Small and Medium 1,600-650 DVI,19,108.58,111.53,117.96,116.77,,112.0,,110.0,100.0,109.51,,,112.24
2011,Feeder Bulls: Small and Medium 1,650-700 DVJ,8,107.0,104.81,,111.75,,,,,,,,,108.55
2011,Feeder Bulls: Small and Medium 1,700-750 DVK,4,102.0,,102.0,116.0,,,,,,102.0,,,105.6
2011,Feeder Bulls: Small and Medium 1,750-800 DVR,3,,90.0,101.0,,,,,,,96.0,,,95.67
2011,Feeder Bulls: Medium and Large 1-2,600-650 HAI,13,,,,,,,117.0,,,,,,117.0
2011,Feeder Bulls: Large 2,300-350 DXG,6,137.0,140.0,159.0,152.0,127.05,,,,,,,,140.57
2011,Feeder Bulls: Large 2,350-400 DXH,30,128.88,133.95,143.54,142.81,123.0,,,128.93,,,,,135.9
2011,Feeder Bulls: Large 2,400-450 DXI,32,119.59,116.71,140.1,134.57,,108.0,,121.23,119.21,,127.0,141.0,127.48
2011,Feeder Bulls: Large 2,450-500 DXJ,50,118.18,117.17,134.75,131.28,,109.0,128.5,114.57,111.78,119.63,,,121.51
2011,Feeder Bulls: Large 2,500-550 DXK,49,109.14,113.35,127.45,127.6,108.0,111.98,,113.16,104.7,119.0,,,116.26
2011,Feeder Bulls: Large 2,550-600 DXL,35,105.18,111.88,113.0,115.0,119.51,104.5,110.49,110.74,101.01,110.0,109.0,121.35,110.69
2011,Feeder Bulls: Large 2,600-650 DZM,15,98.89,103.85,,,,,110.0,106.66,95.0,,,115.0,103.64
2011,Feeder Bulls: Large 2,650-700 DZN,8,94.0,97.99,108.02,112.0,,,,,,101.0,,,103.34
2011,Feeder Bulls: Large 2,700-750 DZO,10,90.0,94.62,102.0,101.0,,,,96.0,93.0,,,,94.15
2011,Feeder Bulls: Large 2,750-800 DZP,2,,,108.0,,,,,,,,,105.5,106.75
2011,Feeder Bulls: Medium and Large 2,200-250 CBA,345,161.26,166.23,184.33,176.34,159.47,159.35,164.18,161.65,155.75,161.25,170.37,188.31,169.3
2011,Feeder Bulls: Medium and Large 2,250-300 CBB,904,153.45,158.54,175.72,167.98,153.35,148.8,159.39,151.86,144.33,157.07,166.67,180.39,160.95
2011,Feeder Bulls: Medium and Large 2,300-350 CBC,"2,107",144.66,149.26,165.11,159.62,144.22,139.58,145.83,140.02,135.94,141.96,152.8,163.25,148.95
2011,Feeder Bulls: Medium and Large 2,350-400 CBD,"3,377",136.28,141.83,154.68,151.01,137.47,134.0,136.27,134.06,129.2,134.9,140.86,151.17,140.23
2011,Feeder Bulls: Medium and Large 2,400-450 CBE,"4,609",130.41,135.08,147.62,143.88,132.26,128.58,133.04,128.26,123.87,129.58,135.35,143.78,134.01
2011,Feeder Bulls: Medium and Large 2,450-500 CBF,"4,635",123.28,128.43,142.11,138.35,126.83,122.43,126.61,123.07,117.3,122.29,128.28,138.65,127.39
2011,Feeder Bulls: Medium and Large 2,500-550 CBG,"4,327",116.76,122.44,134.59,131.68,122.09,117.46,121.64,118.1,113.33,117.7,122.26,130.69,121.41
2011,Feeder Bulls: Medium and Large 2,550-600 CBH,"3,012",111.41,116.59,126.19,125.67,117.47,113.69,117.22,114.36,109.07,114.08,117.77,123.62,116.08
2011,Feeder Bulls: Medium and Large 2,600-650 CBI,"1,823",106.9,111.25,119.26,119.54,112.13,109.72,114.21,108.95,105.53,110.03,112.94,118.13,111.38
2011,Feeder Bulls: Medium and Large 2,650-700 CBJ,965,102.69,107.58,115.97,115.13,105.89,106.26,109.81,106.55,100.81,106.44,111.19,114.78,107.1
2011,Feeder Bulls: Medium and Large 2,700-750 CBK,487,97.26,101.96,109.0,109.67,102.25,101.79,105.46,103.89,98.24,102.57,105.16,109.05,103.49
2011,Feeder Bulls: Medium and Large 2,750-800 CBL,328,91.83,99.33,105.11,105.61,101.49,96.44,105.65,98.75,94.3,98.25,98.86,103.29,99.46
2011,Feeder Bulls: Medium and Large 2,800-850 CBM,101,87.32,89.12,101.82,99.81,98.02,92.08,101.1,89.56,92.25,94.24,93.03,96.03,94.2
2011,Feeder Bulls: Medium and Large 2,850-900 CBN,46,80.07,92.01,94.84,98.1,95.01,92.03,95.0,101.0,85.2,92.52,80.0,96.23,91.22
