Year,Type,Weight_group,Hd Cnt,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg
2016,Feeder Bulls: Medium and Large 1,600-650 CAI,"2,014",147.74,150.52,153.09,140.72,131.59,120.8,115.88,121.18,103.94,92.44,102.93,110.14,123.91
2016,Feeder Bulls: Medium and Large 1,650-700 CAJ,"1,244",137.58,142.11,145.52,133.37,126.62,116.87,111.65,117.73,99.73,88.2,98.12,104.79,118.65
2016,Feeder Bulls: Medium and Large 1,700-750 CAK,648,130.44,131.67,134.83,126.22,120.49,114.5,111.38,113.07,97.29,84.23,94.58,100.81,111.35
2016,Feeder Bulls: Medium and Large 1,750-800 CAL,356,124.02,124.87,126.75,125.04,119.01,107.49,107.2,111.05,94.01,81.02,91.75,93.66,103.82
2016,Feeder Bulls: Medium and Large 1,800-850 CAM,104,119.85,,119.82,,114.33,104.09,97.6,108.83,87.87,79.82,88.99,,97.68
2016,Feeder Bulls: Medium and Large 1,850-900 CAN,33,,,,,,,104.5,106.08,85.49,75.15,80.57,92.4,88.94
2016,Feeder Bulls: Medium and Large 1,900-950 CAO,11,,119.76,,,,,103.29,96.0,,64.5,,,100.98
2016,Feeder Bulls: Medium and Large 1,950-1000 CAP,2,,120.0,,,,,,,,,,,120.0
2016,Feeder Bulls: Medium and Large 1,1000-1050 CAQ,2,,110.5,,,,,,,,,,,110.5
2016,Feeder Bulls: Medium and Large 2,200-250 CBA,354,239.67,250.4,244.29,220.4,193.1,173.39,168.45,179.38,160.94,146.45,158.36,158.14,192.3
2016,Feeder Bulls: Medium and Large 2,250-300 CBB,"1,011",226.76,229.42,231.87,209.27,184.81,170.78,161.04,167.1,151.56,133.31,148.36,155.61,184.34
2016,Feeder Bulls: Medium and Large 2,300-350 CBC,"1,971",211.7,213.09,217.13,193.68,173.34,157.71,148.91,158.23,140.94,124.99,138.7,146.33,168.39
2016,Feeder Bulls: Medium and Large 2,350-400 CBD,"2,944",195.61,196.53,202.04,180.19,162.85,147.69,138.84,147.83,132.63,117.16,130.74,138.61,156.71
2016,Feeder Bulls: Medium and Large 2,400-450 CBE,"5,837",184.85,185.63,189.39,166.87,152.57,139.72,130.77,139.32,124.24,111.38,122.16,132.19,149.59
2016,Feeder Bulls: Medium and Large 2,450-500 CBF,"6,494",171.75,173.34,177.5,158.26,144.89,131.55,124.91,131.36,116.71,104.9,115.72,125.37,140.06
2016,Feeder Bulls: Medium and Large 2,500-550 CBG,"5,494",161.32,161.95,166.27,148.09,138.41,126.23,119.79,125.42,111.24,97.27,109.19,118.1,131.64
2016,Feeder Bulls: Medium and Large 2,550-600 CBH,"4,038",150.62,152.23,154.51,140.06,131.89,121.73,116.7,121.31,105.75,91.56,102.42,111.95,123.4
2016,Feeder Bulls: Medium and Large 2,600-650 CBI,"2,745",140.01,143.41,145.84,133.74,126.3,117.21,112.8,117.42,101.14,87.66,98.21,118.29,118.49
2016,Feeder Bulls: Medium and Large 2,650-700 CBJ,"1,394",131.01,134.56,135.79,137.16,121.38,111.67,109.04,114.51,96.88,82.11,92.63,100.83,111.21
2016,Feeder Bulls: Medium and Large 2,700-750 CBK,921,125.29,125.22,128.39,121.9,119.37,108.83,105.05,110.76,94.72,80.07,90.38,97.39,107.26
2016,Feeder Bulls: Medium and Large 2,750-800 CBL,415,118.95,119.37,121.39,114.76,113.75,106.72,100.8,104.46,92.3,76.19,85.91,97.01,100.98
2016,Feeder Bulls: Medium and Large 2,800-850 CBM,68,,110.8,114.73,112.17,112.51,100.61,93.0,104.54,75.0,75.02,89.24,,104.45
2016,Feeder Bulls: Medium and Large 2,850-900 CBN,10,,,,100.52,113.0,,97.09,,,,89.3,,98.63
2016,Feeder Bulls: Medium and Large 3,200-250 ENW,121,229.76,225.81,232.37,204.84,186.23,164.62,162.96,166.11,145.22,124.79,136.71,144.85,176.38
2016,Feeder Bulls: Medium and Large 3,250-300 ENX,306,210.72,215.02,217.47,192.53,168.89,157.13,148.22,157.84,136.75,120.74,131.71,139.84,163.28
2016,Feeder Bulls: Medium and Large 3,300-350 ENY,"1,114",193.54,194.92,199.89,179.61,161.89,141.48,134.53,147.04,129.53,115.25,126.82,134.36,157.07
2016,Feeder Bulls: Medium and Large 3,350-400 ENZ,"1,752",182.75,181.76,188.19,167.0,152.26,136.31,128.76,136.27,119.96,108.74,120.1,127.99,148.99
2016,Feeder Bulls: Medium and Large 3,400-450 EOA,"2,890",170.87,172.74,177.42,157.22,142.7,129.71,122.31,129.03,113.88,101.1,114.31,122.0,138.33
2016,Feeder Bulls: Medium and Large 3,450-500 EOB,"2,804",159.02,160.81,166.42,149.5,135.3,123.27,116.7,122.97,107.97,94.75,106.72,115.79,128.83
2016,Feeder Bulls: Medium and Large 3,500-550 EOC,"2,180",150.05,148.52,156.28,139.73,129.52,117.3,111.43,117.83,102.7,89.5,100.47,109.36,123.33
2016,Feeder Bulls: Medium and Large 3,550-600 EOD,"1,366",140.28,140.51,145.37,133.54,125.5,113.81,107.8,114.68,97.73,84.19,94.74,103.71,114.97
2016,Feeder Bulls: Medium and Large 3,600-650 EOE,841,129.43,130.95,135.69,126.54,120.08,108.89,103.76,110.51,93.95,80.39,91.16,101.02,110.02
2016,Feeder Bulls: Medium and Large 3,650-700 EOF,380,121.94,123.61,127.52,125.71,115.08,105.75,101.23,106.32,92.89,76.65,85.61,95.56,104.63
2016,Feeder Bulls: Medium and Large 3,700-750 EOG,169,120.15,116.28,122.8,112.84,109.25,102.45,96.22,101.51,90.79,74.86,82.72,89.26,98.18
2016,Feeder Bulls: Medium and Large 3,750-800 EOH,84,114.25,108.37,125.93,113.88,107.42,105.0,92.67,97.17,86.0,65.47,77.18,83.12,92.94
2016,Feeder Bulls: Medium and Large 3,800-850 EOI,8,,,,102.54,108.74,,,,,,,,105.63
2016,Feeder Bulls: Medium and Large 3,850-900 EOJ,3,,,,,110.0,,,,,,,,110.0
2016,Feeder Heifers: Medium 1,550-600 DKH,2,,,,,,126.0,,,,,,,126.0
2016,Feeder Heifers: Medium and Large 1,200-250 EUG,198,242.25,235.81,236.93,225.99,197.6,168.66,158.72,176.2,167.35,150.17,154.6,153.88,193.07
2016,Feeder Heifers: Medium and Large 1,250-300 EUH,432,218.11,217.27,220.81,198.1,188.13,162.04,156.62,168.33,142.34,126.62,135.58,144.68,175.24
2016,Feeder Heifers: Medium and Large 1,300-350 EUI,"1,374",201.47,198.01,202.56,186.05,169.75,152.13,143.91,153.06,131.31,120.29,129.83,138.83,162.04
2016,Feeder Heifers: Medium and Large 1,350-400 EUJ,"1,920",185.83,186.44,188.54,169.78,160.17,144.49,135.76,145.15,127.6,112.24,124.75,132.34,148.75
2016,Feeder Heifers: Medium and Large 1,400-450 EUK,"2,594",170.32,173.45,178.06,154.16,148.56,138.33,129.52,136.54,121.61,105.46,118.96,127.74,140.23
2016,Feeder Heifers: Medium and Large 1,450-500 EUL,"3,380",160.23,165.22,168.06,150.12,144.37,132.72,124.07,129.85,113.66,102.35,113.59,121.35,135.12
2016,Feeder Heifers: Medium and Large 1,500-550 EUM,"3,843",152.3,156.73,160.71,142.49,139.36,127.94,121.81,127.43,110.47,95.45,107.31,115.27,128.71
2016,Feeder Heifers: Medium and Large 1,550-600 EUN,"4,311",145.11,148.86,151.15,137.15,135.02,126.21,119.35,124.72,106.82,94.05,106.74,109.48,122.85
2016,Feeder Heifers: Medium and Large 1,600-650 EUO,"3,202",139.13,141.73,144.52,135.84,130.22,124.72,118.53,122.81,103.98,93.71,102.27,108.54,120.24
2016,Feeder Heifers: Medium and Large 1,650-700 EUP,"2,391",140.79,138.08,138.33,135.81,129.13,121.47,115.94,123.97,106.19,89.42,99.76,107.13,122.63
2016,Feeder Heifers: Medium and Large 1,700-750 EUQ,"1,384",136.51,134.62,135.68,130.11,123.2,124.32,114.42,118.45,102.14,86.32,96.8,106.52,118.49
2016,Feeder Heifers: Medium and Large 1,750-800 EUR,701,129.0,131.61,137.58,121.36,119.38,115.93,110.58,113.74,98.59,88.74,94.46,94.7,116.79
2016,Feeder Heifers: Medium and Large 1,800-850 EUS,195,,118.91,121.65,120.13,119.0,102.38,105.99,110.11,89.99,101.42,93.66,,104.08
2016,Feeder Heifers: Medium and Large 1,850-900 EUT,73,,,,115.4,,104.0,108.98,,87.49,85.97,83.0,,111.78
2016,Feeder Heifers: Medium and Large 1,900-950 EUA,31,,,,,113.0,113.33,,,,88.0,,,104.18
2016,Feeder Heifers: Medium and Large 1,950-1000 EUB,5,,,,125.0,104.0,,,,,,,,116.64
2016,Feeder Heifers: Medium and Large 1,1000-1050 EUC,8,,,,,,,,96.0,,,,,96.0
2016,Feeder Heifers: Medium and Large 1-2,550-600 DOH,79,,,,,,,,127.0,,87.0,,,103.56
2016,Feeder Heifers: Medium and Large 1-2,650-700 DOJ,34,,148.0,,,,,,,,,107.75,,115.94
2016,Feeder Heifers: Medium and Large 1-2,700-750 DOK,65,,,,,,,,,,103.25,,,103.25
2016,Feeder Heifers: Medium and Large 1-2,750-800 DOL,17,,,,,,,,,,,96.5,,96.5
2016,Feeder Heifers: Large 2,450-500 DRF,4,169.0,,,,,,,,,,,,169.0
2016,Feeder Heifers: Large 2,550-600 DRH,3,142.5,,,,,,,,,,,,142.5
2016,Feeder Heifers: Medium and Large 2,200-250 QKB,341,221.98,218.19,219.34,204.68,179.35,163.47,150.44,164.12,144.8,130.59,136.02,137.04,173.64
2016,Feeder Heifers: Medium and Large 2,250-300 QKC,775,203.22,197.88,205.75,191.85,171.82,158.05,143.4,154.54,134.86,118.08,128.92,134.99,161.9
2016,Feeder Heifers: Medium and Large 2,300-350 QKD,"2,389",188.78,187.14,190.86,175.39,160.65,144.87,136.49,142.91,126.43,111.28,122.24,130.29,152.22
2016,Feeder Heifers: Medium and Large 2,350-400 QKE,"3,794",175.23,176.4,180.51,162.53,149.45,136.37,129.65,136.45,119.9,106.05,116.76,124.9,143.39
2016,Feeder Heifers: Medium and Large 2,400-450 QKF,"6,021",162.03,164.8,170.6,153.26,142.61,130.81,124.24,129.92,113.52,98.76,112.08,120.16,135.61
2016,Feeder Heifers: Medium and Large 2,450-500 QKG,"6,731",153.58,157.1,160.7,146.65,137.21,125.95,120.02,126.53,109.56,96.64,106.42,113.18,128.82
2016,Feeder Heifers: Medium and Large 2,500-550 QKH,"6,279",146.51,150.8,154.36,139.65,132.55,123.17,118.26,123.12,105.69,90.73,101.49,108.72,123.84
2016,Feeder Heifers: Medium and Large 2,550-600 QKI,"4,052",139.16,144.75,146.97,134.48,128.12,120.95,115.71,119.54,103.01,89.9,97.8,104.42,118.92
2016,Feeder Heifers: Medium and Large 2,600-650 QKJ,"2,524",134.2,137.1,141.75,131.59,124.86,116.24,114.25,117.36,101.01,87.02,95.19,103.48,116.86
2016,Feeder Heifers: Medium and Large 2,650-700 QKK,"1,224",127.72,134.8,138.49,128.36,124.0,115.54,111.5,113.74,97.67,87.52,92.92,99.23,112.19
2016,Feeder Heifers: Medium and Large 2,700-750 QKL,750,124.1,126.49,135.38,127.05,117.92,109.09,108.73,111.16,97.06,80.24,89.55,94.86,110.72
2016,Feeder Heifers: Medium and Large 2,750-800 QKM,332,123.6,123.51,123.1,120.35,113.76,110.96,104.04,107.52,92.76,77.84,86.42,93.92,102.9
2016,Feeder Heifers: Medium and Large 2,800-850 QKN,37,,121.23,126.61,118.78,101.67,,,109.52,,70.0,75.0,,117.75
2016,Feeder Heifers: Medium and Large 2,850-900 QKO,4,,110.97,,,,,,,,70.0,,,90.43
2016,Feeder Heifers: Medium and Large 2,900-950 QKA,2,,111.07,,,,,,,,,,,111.07
2016,Feeder Heifers: Medium and Large 3,200-250 EHU,124,208.68,196.45,205.7,178.86,164.49,150.0,146.44,157.63,122.51,115.04,119.13,130.94,149.84
2016,Feeder Heifers: Medium and Large 3,250-300 EHV,367,187.37,190.97,194.69,178.73,158.99,140.22,136.67,144.94,120.14,104.44,112.83,123.51,150.46
2016,Feeder Heifers: Medium and Large 3,300-350 EHW,"1,368",175.51,176.21,179.42,163.79,148.3,134.25,127.73,133.46,116.78,100.75,113.78,121.92,141.09
2016,Feeder Heifers: Medium and Large 3,350-400 EHX,"2,082",163.36,164.72,170.0,152.18,140.3,128.83,118.99,126.95,111.85,96.19,108.65,117.53,135.28
2016,Feeder Heifers: Medium and Large 3,400-450 EHY,"3,070",152.15,155.25,160.59,144.98,135.65,122.03,117.09,123.06,106.96,90.99,103.08,111.58,128.29
2016,Feeder Heifers: Medium and Large 3,450-500 EHZ,"2,846",144.58,148.17,152.4,139.28,129.05,116.39,112.08,118.32,101.85,85.53,98.36,105.41,121.16
2016,Feeder Heifers: Medium and Large 3,500-550 EIA,"1,825",137.99,141.69,145.6,133.59,124.65,113.0,109.27,114.91,98.13,89.48,93.53,100.92,116.34
2016,Feeder Heifers: Medium and Large 3,550-600 EIB,"1,024",128.74,134.42,137.9,129.01,121.27,108.85,106.89,112.01,97.1,79.74,90.7,98.64,110.8
2016,Feeder Heifers: Medium and Large 3,600-650 EIC,545,123.08,125.47,131.93,128.51,116.5,106.9,104.15,108.02,94.26,78.89,87.25,95.79,106.61
2016,Feeder Heifers: Medium and Large 3,650-700 EID,219,117.55,117.16,125.5,117.93,111.16,103.16,99.75,104.16,88.51,74.79,86.19,95.26,101.2
2016,Feeder Heifers: Medium and Large 3,700-750 EIE,115,111.34,116.49,120.45,116.04,109.14,98.41,97.15,101.71,90.22,74.01,81.05,90.38,98.06
2016,Feeder Heifers: Medium and Large 3,750-800 EIF,52,,106.24,112.36,118.0,105.94,72.0,,96.3,83.22,70.32,74.51,,89.59
2016,Feeder Heifers: Medium and Large 3,800-850 EIG,4,,,122.74,111.0,,,,,,,,,119.83
2016,Feeder Heifers: Medium and Large 3,850-900 EIH,2,,,,,110.0,,,,,,,,110.0
